Application_order,Course,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Status,Total_enrolled_grade,Total_enrolled_units,Total_approved_units,Total_evaluation_units
1,Tourism,123.0,38,19,9,4,117.8,No,Male,No,19,10.8,1.4,1.74,Enrolled,25.75,12,6,22
1,Tourism,133.1,38,37,4,5,102.5,No,Male,No,24,16.2,0.3,-0.92,Dropout,0.0,12,0,14
1,Equinculture,130.0,19,1,191,144,110.0,No,Male,No,24,16.2,0.3,-0.92,Enrolled,22.66666666,12,9,23
1,Veterinary Nursing,133.1,38,19,9,8,138.3,Yes,Male,No,25,8.9,1.4,3.51,Enrolled,0.0,12,0,12
1,Tourism,150.0,3,1,3,4,122.3,No,Male,No,28,13.9,-0.3,0.79,Graduate,25.2,12,11,18
1,Management (evening attendance),130.0,37,37,9,9,127.8,No,Male,No,37,7.6,2.6,0.32,Enrolled,22.083333330000002,10,7,14
1,Informatics Engineering,128.0,1,38,4,7,100.0,No,Male,No,19,13.9,-0.3,0.79,Enrolled,22.5,10,7,20
4,Nursing,133.0,38,37,5,7,126.4,Yes,Male,Yes,18,11.1,0.6,2.02,Graduate,27.36910714,15,15,15
1,Tourism,133.1,37,37,90,90,100.0,No,Male,No,48,7.6,2.6,0.32,Dropout,20.0,12,4,28
4,Social Service,129.0,37,37,9,8,117.1,Yes,Male,No,21,8.9,1.4,3.51,Graduate,26.0,12,12,13
1,Nursing,128.0,1,1,4,5,124.7,No,Male,Yes,19,15.5,2.8,-4.06,Enrolled,24.945238099999997,14,12,21
2,Nursing,136.0,19,1,9,10,124.1,No,Male,Yes,21,9.4,-0.8,-3.12,Enrolled,0.0,16,0,16
1,Informatics Engineering,130.0,37,12,9,8,129.4,Yes,Male,No,23,13.9,-0.3,0.79,Dropout,0.0,10,0,13
1,Equinculture,141.0,1,1,4,10,138.9,Yes,Male,No,18,10.8,1.4,1.74,Graduate,26.85,10,9,11
1,Social Service,140.0,1,1,4,3,138.6,No,Male,No,22,13.9,-0.3,0.79,Dropout,26.333333330000002,12,8,13
1,Animation and Multimedia Design,122.0,19,37,9,7,133.9,Yes,Male,No,25,12.4,0.5,1.79,Dropout,23.704545449999998,24,17,29
1,Veterinary Nursing,140.0,5,3,2,2,140.0,No,Male,No,27,11.1,0.6,2.02,Dropout,27.9,24,13,25
1,Informatics Engineering,133.1,34,34,0,0,95.1,No,Male,No,49,10.8,1.4,1.74,Dropout,0.0,10,0,11
1,Management (evening attendance),120.0,19,37,5,5,128.2,No,Male,No,31,12.7,3.7,-1.7,Dropout,11.0,10,2,5
1,Tourism,133.1,37,37,9,6,121.5,No,Male,No,54,16.2,0.3,-0.92,Dropout,28.04761904,12,11,22
1,Biofuel Production Technologies,120.0,38,37,5,6,120.0,Yes,Male,No,25,11.1,0.6,2.02,Dropout,24.61363636,37,33,47
1,Agronomy,130.0,5,3,2,2,130.0,No,Male,No,20,15.5,2.8,-4.06,Enrolled,22.166666669999998,13,5,27
1,Communication Design,120.0,4,4,2,2,120.0,No,Male,No,28,12.7,3.7,-1.7,Dropout,24.666666669999998,12,5,19
1,Social Service (evening attendance),133.1,37,37,9,6,107.0,No,Male,No,41,12.7,3.7,-1.7,Graduate,26.02380953,13,13,13
2,Advertising and Marketing Management,122.0,1,19,4,4,116.1,No,Male,Yes,19,11.1,0.6,2.02,Enrolled,25.83928571,12,12,19
1,Management,123.0,1,1,4,4,114.4,No,Male,No,22,15.5,2.8,-4.06,Dropout,11.5,10,2,14
1,Tourism,178.0,2,1,2,3,157.7,No,Male,No,34,15.5,2.8,-4.06,Dropout,13.5,12,2,19
1,Agronomy,130.0,38,38,9,9,150.0,No,Male,No,28,11.1,0.6,2.02,Dropout,30.09090909,21,21,25
1,Basic Education,110.0,37,37,9,4,114.3,Yes,Male,No,42,7.6,2.6,0.32,Enrolled,24.200000000000003,12,10,19
1,Veterinary Nursing,106.0,1,19,3,5,104.6,No,Male,No,21,11.1,0.6,2.02,Enrolled,28.8,12,9,21
1,Agronomy,140.0,39,39,9,4,140.0,No,Male,No,50,15.5,2.8,-4.06,Dropout,26.5,12,3,17
4,Management,108.0,3,1,3,4,109.1,Yes,Male,No,19,12.4,0.5,1.79,Dropout,0.0,10,0,10
1,Nursing,120.0,3,4,2,4,120.6,No,Male,No,18,16.2,0.3,-0.92,Dropout,23.31666667,14,7,22
1,Management (evening attendance),100.0,37,37,1,1,161.9,No,Male,No,59,16.2,0.3,-0.92,Dropout,0.0,10,0,14
1,Management (evening attendance),140.0,34,34,99,99,140.0,Yes,Male,No,33,7.6,2.6,0.32,Dropout,0.0,10,0,10
2,Communication Design,133.1,37,38,9,10,178.0,Yes,Male,Yes,23,9.4,-0.8,-3.12,Graduate,26.13333333,12,11,15
1,Management (evening attendance),133.1,37,1,5,5,138.3,No,Male,No,44,13.9,-0.3,0.79,Dropout,22.47619047,10,8,17
4,Social Service (evening attendance),140.0,34,34,0,0,128.0,Yes,Male,No,37,9.4,-0.8,-3.12,Dropout,0.0,12,0,0
1,Animation and Multimedia Design,100.0,37,37,9,9,139.0,No,Male,No,36,10.8,1.4,1.74,Dropout,0.0,0,0,0
2,Management (evening attendance),123.0,1,3,4,2,113.2,No,Male,No,22,7.6,2.6,0.32,Dropout,22.166666669999998,10,5,15
1,Social Service (evening attendance),133.1,37,37,6,6,139.0,No,Male,No,49,12.4,0.5,1.79,Graduate,26.5952381,12,12,16
1,Journalism and Communication,135.0,1,42,5,3,110.0,Yes,Male,No,23,11.1,0.6,2.02,Graduate,26.083333330000002,12,10,13
1,Communication Design,132.0,1,1,4,9,136.6,Yes,Male,No,19,7.6,2.6,0.32,Enrolled,22.4,12,8,17
1,Social Service (evening attendance),120.0,37,37,5,5,161.1,No,Male,No,47,16.2,0.3,-0.92,Dropout,12.14285714,12,6,15
1,Agronomy,130.0,1,2,4,2,130.0,No,Male,No,28,15.5,2.8,-4.06,Graduate,25.366515839999998,30,29,51
1,Agronomy,140.0,1,38,9,6,140.0,No,Male,No,21,15.5,2.8,-4.06,Enrolled,22.25,12,8,28
1,Tourism,133.1,38,1,9,9,121.0,No,Male,No,21,8.9,1.4,3.51,Dropout,21.833333330000002,12,10,17
1,Social Service,120.0,2,1,1,2,118.6,No,Male,No,21,13.9,-0.3,0.79,Graduate,24.200000000000003,21,20,27
1,Communication Design,140.0,19,38,4,4,138.3,No,Male,No,20,13.9,-0.3,0.79,Enrolled,24.928571429999998,12,10,20
1,Management,133.1,37,37,9,9,115.8,No,Male,No,49,10.8,1.4,1.74,Dropout,0.0,10,0,14
1,Management (evening attendance),120.0,19,37,6,8,160.0,No,Male,No,40,15.5,2.8,-4.06,Graduate,24.4,10,10,10
1,Tourism,125.0,1,1,3,3,114.5,No,Male,Yes,22,11.1,0.6,2.02,Graduate,28.053571429999998,12,12,16
1,Informatics Engineering,136.0,1,37,5,5,117.5,No,Male,No,19,15.5,2.8,-4.06,Enrolled,23.3,10,6,13
1,Management (evening attendance),133.1,3,38,2,7,121.7,No,Male,No,31,13.9,-0.3,0.79,Dropout,0.0,10,0,12
1,Informatics Engineering,120.0,5,5,2,2,115.0,No,Male,No,30,15.5,2.8,-4.06,Dropout,28.5,12,4,16
1,Social Service,127.0,37,37,5,10,125.3,No,Male,No,19,7.6,2.6,0.32,Graduate,21.8,12,10,20
1,Management,131.0,34,34,90,90,131.0,No,Male,No,22,9.4,-0.8,-3.12,Dropout,25.0,10,6,21
1,Journalism and Communication,127.0,19,37,9,9,126.3,No,Male,No,19,15.5,2.8,-4.06,Graduate,26.16666666,12,12,16
1,Animation and Multimedia Design,132.0,1,37,4,9,127.1,No,Male,No,21,7.6,2.6,0.32,Dropout,0.0,0,0,0
3,Advertising and Marketing Management,137.0,1,38,4,7,138.4,No,Male,No,19,11.1,0.6,2.02,Graduate,28.553571429999998,12,12,15
2,Management,126.0,1,19,3,3,100.0,Yes,Male,No,22,16.2,0.3,-0.92,Dropout,10.0,10,1,18
1,Social Service,136.0,4,5,2,2,126.2,No,Male,No,22,10.8,1.4,1.74,Graduate,22.4,12,10,18
1,Social Service,124.0,1,1,4,4,118.8,No,Male,No,19,9.4,-0.8,-3.12,Graduate,23.25,12,10,21
1,Tourism,137.0,1,1,5,10,124.5,No,Male,No,26,16.2,0.3,-0.92,Dropout,0.0,12,0,0
1,Informatics Engineering,140.0,5,41,3,2,140.0,No,Male,No,23,12.4,0.5,1.79,Enrolled,28.0,13,4,24
1,Communication Design,131.0,19,19,7,7,125.1,No,Male,No,18,16.2,0.3,-0.92,Enrolled,23.13333333,12,11,17
1,Management,130.0,37,37,9,9,118.8,No,Male,Yes,22,15.5,2.8,-4.06,Enrolled,21.666666669999998,10,7,19
5,Informatics Engineering,136.0,3,2,2,3,125.2,Yes,Male,No,19,12.4,0.5,1.79,Enrolled,26.54761904,10,10,18
1,Management,133.1,1,19,4,8,95.0,No,Male,No,20,11.1,0.6,2.02,Dropout,0.0,10,0,19
3,Communication Design,110.0,37,37,9,9,107.6,Yes,Male,Yes,22,7.6,2.6,0.32,Enrolled,23.83333334,12,12,12
1,Equinculture,140.0,2,38,2,3,140.0,Yes,Male,No,18,12.7,3.7,-1.7,Dropout,13.0,10,2,12
2,Management (evening attendance),133.1,3,1,2,9,125.4,No,Male,No,39,10.8,1.4,1.74,Dropout,0.0,6,0,9
1,Nursing,141.0,19,1,90,90,128.0,No,Male,No,18,10.8,1.4,1.74,Dropout,0.0,16,0,16
3,Informatics Engineering,130.0,1,38,3,3,129.3,No,Male,Yes,18,8.9,1.4,3.51,Graduate,27.2,10,10,10
1,Social Service,160.0,19,38,9,9,152.0,No,Male,Yes,19,13.9,-0.3,0.79,Graduate,27.85714286,12,12,13
1,Nursing,140.0,1,19,9,9,128.8,No,Male,No,18,12.4,0.5,1.79,Graduate,25.87916667,15,14,15
1,Management,150.0,34,19,0,4,152.8,Yes,Male,Yes,18,7.6,2.6,0.32,Dropout,12.75,10,4,12
1,Equinculture,150.0,37,37,6,6,150.0,Yes,Male,No,22,10.8,1.4,1.74,Graduate,29.1,10,9,12
1,Social Service,133.1,1,1,3,4,112.0,No,Male,No,19,12.4,0.5,1.79,Graduate,24.33333334,12,12,13
1,Equinculture,152.0,19,37,9,8,135.6,Yes,Male,No,18,12.7,3.7,-1.7,Dropout,31.0,10,10,10
1,Informatics Engineering,133.1,1,1,4,3,134.4,No,Male,No,31,16.2,0.3,-0.92,Dropout,29.333333330000002,10,4,18
1,Management (evening attendance),130.0,3,1,3,3,120.5,No,Male,No,28,12.7,3.7,-1.7,Dropout,0.0,10,0,10
1,Communication Design,148.0,1,1,4,8,141.4,No,Male,No,19,15.5,2.8,-4.06,Dropout,0.0,12,0,0
1,Tourism,148.0,1,1,4,8,145.2,No,Male,No,20,16.2,0.3,-0.92,Graduate,28.42857142,12,12,15
1,Social Service,130.0,19,3,9,2,140.0,No,Male,No,50,8.9,1.4,3.51,Dropout,12.25,12,4,14
1,Communication Design,160.0,1,2,4,2,100.0,No,Male,No,38,13.9,-0.3,0.79,Enrolled,32.5,12,9,20
1,Management (evening attendance),130.0,37,37,9,9,140.0,Yes,Male,No,31,9.4,-0.8,-3.12,Dropout,24.0,10,2,13
1,Nursing,110.0,1,37,9,9,126.0,Yes,Male,No,27,7.6,2.6,0.32,Enrolled,28.17142858,14,14,14
1,Social Service,122.0,1,3,9,2,112.6,Yes,Male,No,21,12.7,3.7,-1.7,Graduate,20.666666669999998,12,12,19
1,Informatics Engineering,110.0,37,37,9,9,106.8,No,Male,No,34,8.9,1.4,3.51,Dropout,10.0,10,1,17
1,Informatics Engineering,129.0,2,37,2,9,121.6,Yes,Male,No,19,7.6,2.6,0.32,Enrolled,10.0,10,1,17
1,Management (evening attendance),110.0,37,37,1,4,120.0,Yes,Male,No,40,9.4,-0.8,-3.12,Dropout,21.166666669999998,10,5,15
1,Animation and Multimedia Design,170.0,38,19,9,2,160.6,Yes,Male,Yes,18,12.7,3.7,-1.7,Graduate,0.0,0,0,0
1,Communication Design,110.0,37,38,5,10,130.0,No,Male,Yes,46,15.5,2.8,-4.06,Dropout,0.0,12,0,12
5,Social Service (evening attendance),110.0,34,34,0,0,110.0,No,Male,No,37,7.6,2.6,0.32,Dropout,0.0,11,0,22
1,Agronomy,133.1,19,37,9,7,110.0,Yes,Male,No,31,16.2,0.3,-0.92,Dropout,0.0,12,0,18
1,Agronomy,133.1,1,19,4,10,145.8,No,Male,No,34,12.4,0.5,1.79,Graduate,25.73333333,12,10,30
6,Animation and Multimedia Design,126.0,10,10,4,4,130.2,Yes,Male,Yes,18,9.4,-0.8,-3.12,Dropout,0.0,0,0,0
1,Advertising and Marketing Management,137.0,38,37,9,9,122.3,No,Male,Yes,18,12.4,0.5,1.79,Graduate,27.9047619,12,12,13
4,Communication Design,117.0,1,1,3,3,125.4,Yes,Male,Yes,19,11.1,0.6,2.02,Graduate,24.0,12,12,13
1,Management (evening attendance),100.0,37,19,9,4,130.0,No,Male,No,40,15.5,2.8,-4.06,Dropout,21.45,13,9,24
1,Equinculture,120.0,1,38,9,9,150.0,No,Male,No,25,12.4,0.5,1.79,Dropout,0.0,12,0,12
5,Informatics Engineering,126.0,38,38,5,9,116.9,Yes,Male,No,20,11.1,0.6,2.02,Dropout,27.833333330000002,11,7,13
1,Informatics Engineering,122.0,19,19,9,9,114.7,No,Male,No,20,11.1,0.6,2.02,Enrolled,29.514285710000003,10,10,14
1,Agronomy,111.0,37,37,9,10,95.8,Yes,Male,No,43,15.5,2.8,-4.06,Dropout,0.0,12,0,0
4,Informatics Engineering,139.0,37,19,9,4,133.1,Yes,Male,No,18,7.6,2.6,0.32,Enrolled,27.166666669999998,10,7,15
1,Agronomy,150.0,2,4,4,1,150.0,No,Male,No,35,15.5,2.8,-4.06,Graduate,23.166666669999998,31,30,35
2,Management (evening attendance),116.0,37,19,9,4,118.5,No,Male,No,23,7.6,2.6,0.32,Graduate,26.0,10,9,11
1,Nursing,130.0,3,3,2,2,131.1,No,Male,No,19,12.4,0.5,1.79,Graduate,23.62767857,16,15,20
1,Veterinary Nursing,150.0,1,19,3,8,150.3,Yes,Male,Yes,21,8.9,1.4,3.51,Graduate,27.97222222,20,16,30
1,Advertising and Marketing Management,132.0,3,19,4,8,120.5,No,Male,No,19,13.9,-0.3,0.79,Enrolled,25.75,12,8,25
1,Informatics Engineering,108.0,1,1,4,3,105.6,Yes,Male,No,20,12.4,0.5,1.79,Graduate,27.45238096,10,10,14
1,Advertising and Marketing Management,133.1,19,19,3,3,125.3,No,Male,Yes,30,12.4,0.5,1.79,Dropout,0.0,12,0,0
1,Tourism,120.0,37,19,9,9,131.0,Yes,Male,No,44,12.4,0.5,1.79,Graduate,24.166666669999998,12,12,12
1,Nursing,146.0,19,3,4,9,127.0,No,Male,No,19,12.7,3.7,-1.7,Graduate,27.22857142,16,14,16
1,Equinculture,150.0,2,1,3,6,150.0,Yes,Male,No,22,16.2,0.3,-0.92,Graduate,27.15714286,30,22,47
1,Equinculture,160.0,3,3,1,2,149.2,No,Male,No,18,7.6,2.6,0.32,Graduate,28.2,10,9,12
1,Advertising and Marketing Management,125.0,37,37,9,9,121.5,Yes,Male,Yes,21,12.7,3.7,-1.7,Graduate,26.55,12,9,14
2,Veterinary Nursing,125.0,37,19,90,90,137.3,No,Male,No,18,7.6,2.6,0.32,Dropout,0.0,12,0,0
4,Advertising and Marketing Management,122.0,3,1,2,3,119.6,Yes,Male,No,18,11.1,0.6,2.02,Graduate,27.91071429,12,12,15
1,Animation and Multimedia Design,138.0,1,1,4,3,141.5,No,Male,No,19,7.6,2.6,0.32,Graduate,0.0,0,0,0
1,Agronomy,150.0,1,38,6,6,150.0,Yes,Male,No,21,16.2,0.3,-0.92,Dropout,23.675,12,8,23
1,Agronomy,140.0,3,3,2,2,110.0,No,Male,No,31,16.2,0.3,-0.92,Graduate,29.725,12,12,18
5,Tourism,113.0,1,1,2,3,110.2,Yes,Male,No,21,9.4,-0.8,-3.12,Dropout,22.0,12,6,20
1,Informatics Engineering,139.0,19,19,9,7,110.3,No,Male,No,24,8.9,1.4,3.51,Enrolled,21.0,10,2,23
1,Journalism and Communication,133.1,19,6,4,3,120.0,No,Male,No,27,9.4,-0.8,-3.12,Dropout,0.0,9,0,18
5,Management,118.0,19,19,9,9,114.2,Yes,Male,No,20,12.4,0.5,1.79,Graduate,23.13333333,10,8,15
1,Informatics Engineering,140.0,1,19,4,5,140.0,Yes,Male,No,22,10.8,1.4,1.74,Enrolled,11.66666667,10,2,15
1,Agronomy,144.0,19,19,9,9,132.8,No,Male,Yes,19,15.5,2.8,-4.06,Enrolled,24.5,12,8,19
1,Journalism and Communication,125.0,1,1,4,7,121.5,Yes,Male,No,19,8.9,1.4,3.51,Graduate,28.333333330000002,12,12,12
1,Animation and Multimedia Design,131.0,1,1,7,4,127.2,Yes,Male,No,23,11.1,0.6,2.02,Enrolled,24.06293706,34,24,47
1,Equinculture,131.0,12,12,2,8,128.2,Yes,Male,No,18,12.4,0.5,1.79,Graduate,27.666666669999998,12,12,15
1,Journalism and Communication,140.0,3,2,4,6,133.4,Yes,Male,No,29,11.1,0.6,2.02,Enrolled,30.3,12,11,14
1,Equinculture,133.1,1,19,4,5,120.0,Yes,Male,No,29,10.8,1.4,1.74,Dropout,31.333333330000002,10,4,21
1,Agronomy,140.0,1,1,4,5,140.0,No,Male,No,20,16.2,0.3,-0.92,Enrolled,23.06349207,12,11,23
5,Animation and Multimedia Design,139.0,19,3,9,2,136.9,Yes,Male,Yes,19,9.4,-0.8,-3.12,Graduate,0.0,0,0,0
3,Animation and Multimedia Design,125.0,3,39,2,5,117.0,Yes,Male,No,22,10.8,1.4,1.74,Enrolled,0.0,0,0,0
2,Advertising and Marketing Management,117.0,3,1,3,5,110.7,Yes,Male,No,20,11.1,0.6,2.02,Enrolled,26.0,12,11,20
1,Equinculture,150.0,19,19,9,5,160.0,Yes,Male,No,24,9.4,-0.8,-3.12,Enrolled,25.75,10,7,22
1,Advertising and Marketing Management,95.0,37,37,5,8,95.0,No,Male,No,21,12.7,3.7,-1.7,Dropout,24.25,12,9,15
1,Management,150.0,37,1,7,3,148.8,No,Male,Yes,25,12.7,3.7,-1.7,Graduate,29.0,10,8,14
1,Management,120.0,37,37,9,9,110.0,No,Male,No,32,9.4,-0.8,-3.12,Dropout,0.0,10,0,14
1,Management (evening attendance),136.0,3,4,2,2,133.9,No,Male,No,26,7.6,2.6,0.32,Dropout,22.583333330000002,20,11,20
1,Equinculture,133.0,2,37,9,7,125.7,Yes,Male,Yes,18,12.4,0.5,1.79,Graduate,26.0,12,12,15
1,Tourism,125.0,1,19,4,7,116.6,No,Male,Yes,19,16.2,0.3,-0.92,Graduate,25.52380953,12,11,18
3,Communication Design,127.0,19,38,5,7,141.0,Yes,Male,Yes,19,12.4,0.5,1.79,Graduate,27.5,12,12,12
1,Informatics Engineering,130.0,1,1,4,4,130.0,No,Male,No,27,11.1,0.6,2.02,Dropout,28.30952381,11,11,13
1,Agronomy,130.0,19,1,9,9,130.0,No,Male,No,21,8.9,1.4,3.51,Enrolled,23.244444440000002,24,19,35
1,Informatics Engineering,127.0,19,1,4,5,115.8,No,Male,No,20,13.9,-0.3,0.79,Enrolled,11.5,10,4,21
1,Communication Design,140.0,19,38,4,0,140.0,Yes,Male,No,21,12.4,0.5,1.79,Graduate,25.833333330000002,12,12,14
5,Journalism and Communication,125.0,37,3,5,2,126.1,Yes,Male,No,22,9.4,-0.8,-3.12,Enrolled,24.06666667,12,8,22
1,Animation and Multimedia Design,135.0,1,38,5,7,137.5,Yes,Male,No,19,12.7,3.7,-1.7,Graduate,0.0,0,0,0
4,Management,132.0,38,19,5,5,120.8,Yes,Male,Yes,18,11.1,0.6,2.02,Dropout,23.3,10,6,18
2,Social Service,110.0,19,1,5,5,136.5,No,Male,No,28,13.9,-0.3,0.79,Dropout,0.0,10,0,11
1,Agronomy,130.0,1,37,9,1,122.0,No,Male,No,25,15.5,2.8,-4.06,Dropout,23.428571429999998,17,10,38
1,Agronomy,130.0,37,1,5,4,130.0,No,Male,No,25,15.5,2.8,-4.06,Dropout,24.1,27,18,47
1,Management,135.0,38,19,9,5,126.3,No,Male,No,18,8.9,1.4,3.51,Enrolled,25.833333330000002,10,5,22
1,Tourism,133.1,4,19,4,5,98.0,No,Male,No,26,10.8,1.4,1.74,Dropout,0.0,12,0,18
3,Management,135.0,37,37,6,5,121.0,Yes,Male,Yes,18,13.9,-0.3,0.79,Graduate,24.25,10,10,15
1,Journalism and Communication,128.0,19,38,9,7,124.2,Yes,Male,No,22,15.5,2.8,-4.06,Enrolled,23.66666666,12,6,31
1,Agronomy,140.0,1,3,4,5,130.0,No,Male,No,25,16.2,0.3,-0.92,Dropout,0.0,12,0,18
2,Journalism and Communication,135.0,3,1,4,4,136.1,Yes,Male,No,19,8.9,1.4,3.51,Enrolled,23.8,12,10,22
2,Journalism and Communication,131.0,3,19,2,3,132.8,Yes,Male,No,19,13.9,-0.3,0.79,Graduate,29.0,12,12,14
1,Nursing,131.0,1,1,5,5,126.3,No,Male,No,19,16.2,0.3,-0.92,Graduate,24.20535714,15,15,19
1,Social Service (evening attendance),100.0,1,37,9,1,111.5,No,Male,No,45,10.8,1.4,1.74,Dropout,22.5,16,8,23
1,Management (evening attendance),140.0,37,37,9,9,118.2,No,Male,No,52,7.6,2.6,0.32,Graduate,24.0,10,10,13
1,Management,124.0,19,19,9,3,115.6,Yes,Male,No,20,9.4,-0.8,-3.12,Dropout,23.0,10,6,16
1,Nursing,130.0,38,37,5,10,117.8,Yes,Male,No,19,10.8,1.4,1.74,Graduate,31.77142858,16,14,16
1,Nursing,142.0,1,38,9,9,127.0,No,Male,No,21,12.4,0.5,1.79,Dropout,24.52,14,8,24
1,Social Service (evening attendance),150.0,37,37,9,9,140.0,No,Male,No,35,9.4,-0.8,-3.12,Graduate,28.166666669999998,12,12,12
1,Animation and Multimedia Design,110.0,37,37,7,7,106.0,Yes,Male,No,36,7.6,2.6,0.32,Graduate,0.0,0,0,0
1,Nursing,110.0,37,38,5,5,151.0,No,Male,No,47,15.5,2.8,-4.06,Dropout,0.0,15,0,15
1,Management (evening attendance),112.0,43,40,2,2,106.4,No,Male,No,22,8.9,1.4,3.51,Dropout,0.0,10,0,0
1,Management (evening attendance),100.0,37,37,9,9,125.3,Yes,Male,No,41,7.6,2.6,0.32,Dropout,22.25,10,7,16
1,Informatics Engineering,130.0,34,34,90,90,130.0,No,Male,No,26,10.8,1.4,1.74,Dropout,0.0,10,0,11
1,Social Service (evening attendance),133.1,34,34,90,90,116.0,No,Female,No,51,10.8,1.4,1.74,Dropout,11.25,12,4,25
2,Management (evening attendance),150.0,37,37,9,9,120.0,No,Female,No,43,9.4,-0.8,-3.12,Enrolled,23.166666669999998,10,7,21
2,Social Service (evening attendance),100.0,34,34,0,0,100.0,Yes,Female,No,41,7.6,2.6,0.32,Graduate,22.466666670000002,12,8,19
2,Management,130.0,34,37,9,9,118.5,Yes,Male,No,23,7.6,2.6,0.32,Graduate,22.80681818,20,18,35
2,Social Service,129.0,34,30,0,5,118.9,Yes,Male,No,22,9.4,-0.8,-3.12,Dropout,0.0,11,0,21
2,Communication Design,127.0,37,37,9,9,119.3,Yes,Male,Yes,25,12.7,3.7,-1.7,Dropout,21.5,12,8,14
1,Management (evening attendance),140.0,37,37,9,9,135.8,Yes,Male,No,25,9.4,-0.8,-3.12,Graduate,22.15714286,29,29,30
1,Animation and Multimedia Design,130.0,1,19,9,9,130.0,Yes,Male,Yes,22,8.9,1.4,3.51,Graduate,25.21212122,23,22,31
1,Agronomy,133.1,1,1,192,144,129.8,No,Male,No,24,8.9,1.4,3.51,Enrolled,26.97142857,13,12,16
1,Veterinary Nursing,140.0,38,38,9,10,150.0,No,Male,No,47,16.2,0.3,-0.92,Dropout,0.0,12,0,0
1,Management (evening attendance),133.1,37,37,5,5,111.9,Yes,Male,No,41,7.6,2.6,0.32,Dropout,0.0,10,0,10
1,Agronomy,120.0,37,37,9,9,150.1,Yes,Male,No,43,13.9,-0.3,0.79,Graduate,26.977777779999997,12,11,20
1,Agronomy,133.1,1,37,9,8,130.0,No,Male,No,29,16.2,0.3,-0.92,Dropout,0.0,7,0,12
2,Informatics Engineering,120.0,37,37,5,5,128.0,No,Male,No,30,7.6,2.6,0.32,Dropout,0.0,4,0,4
2,Management,133.1,19,38,9,9,102.5,No,Male,No,26,12.7,3.7,-1.7,Dropout,0.0,9,0,4
2,Management (evening attendance),133.1,19,38,9,9,102.5,No,Male,No,27,15.5,2.8,-4.06,Dropout,0.0,10,0,15
2,Advertising and Marketing Management,100.0,37,37,9,9,110.0,No,Male,Yes,36,9.4,-0.8,-3.12,Graduate,23.0,10,10,12
1,Agronomy,133.1,1,19,4,10,114.0,No,Male,No,29,15.5,2.8,-4.06,Dropout,22.52380953,16,12,23
1,Informatics Engineering,120.0,34,34,0,0,128.2,Yes,Male,No,35,9.4,-0.8,-3.12,Dropout,24.28571429,18,12,20
1,Journalism and Communication,128.0,38,38,6,3,116.5,No,Male,Yes,18,10.8,1.4,1.74,Graduate,24.1,12,9,22
1,Management (evening attendance),172.0,38,37,9,9,149.3,No,Male,Yes,24,8.9,1.4,3.51,Graduate,32.0,10,10,10
3,Journalism and Communication,146.0,38,38,9,7,134.1,Yes,Male,Yes,18,10.8,1.4,1.74,Dropout,25.166666669999998,12,12,13
4,Informatics Engineering,135.0,38,37,5,7,126.6,Yes,Male,No,18,7.6,2.6,0.32,Enrolled,25.0,10,7,17
1,Veterinary Nursing,160.0,37,37,9,7,120.0,No,Male,No,21,9.4,-0.8,-3.12,Enrolled,11.66666667,10,3,22
1,Informatics Engineering,150.0,38,37,5,8,133.5,Yes,Male,No,21,9.4,-0.8,-3.12,Graduate,25.6,10,10,20
1,Agronomy,130.0,1,3,2,6,110.0,No,Male,No,32,15.5,2.8,-4.06,Graduate,25.79761904,30,25,45
4,Informatics Engineering,111.0,37,37,9,5,107.5,Yes,Male,Yes,22,11.1,0.6,2.02,Dropout,24.833333330000002,11,6,23
1,Agronomy,130.0,1,38,9,7,130.0,Yes,Male,No,32,15.5,2.8,-4.06,Dropout,25.42727273,29,21,55
1,Advertising and Marketing Management,170.0,34,34,0,0,111.6,No,Male,No,35,9.4,-0.8,-3.12,Dropout,14.0,10,1,10
3,Management,133.1,1,38,4,7,101.0,Yes,Male,No,23,8.9,1.4,3.51,Dropout,0.0,10,0,0
1,Social Service (evening attendance),100.0,37,37,6,6,108.3,No,Male,No,39,7.6,2.6,0.32,Enrolled,22.4,12,8,20
1,Advertising and Marketing Management,120.0,34,34,0,0,128.2,No,Male,No,35,9.4,-0.8,-3.12,Dropout,10.0,10,1,10
1,Agronomy,110.0,3,19,4,6,150.0,No,Male,No,32,16.2,0.3,-0.92,Graduate,36.56730769,18,18,22
1,Basic Education,133.1,34,34,0,0,142.8,No,Male,No,20,7.6,2.6,0.32,Dropout,0.0,12,0,24
1,Nursing,120.0,37,37,9,9,100.0,No,Male,No,34,16.2,0.3,-0.92,Enrolled,23.93333333,14,10,31
1,Management (evening attendance),150.0,37,37,6,6,150.0,Yes,Male,No,44,8.9,1.4,3.51,Dropout,29.7,12,12,15
1,Tourism,133.1,37,19,9,10,156.5,No,Male,No,53,16.2,0.3,-0.92,Graduate,25.0,20,5,22
1,Informatics Engineering,120.0,37,37,9,4,98.6,No,Male,No,28,12.4,0.5,1.79,Dropout,0.0,10,0,17
1,Management (evening attendance),130.0,37,37,9,9,130.0,No,Male,No,31,12.7,3.7,-1.7,Dropout,27.022222220000003,14,14,14
